===== 实验一：NL解析准确率 =====

--- 1.1 意图识别 5x5 混淆矩阵 ---
实际\预测,QUERY,CREATE,UPDATE,DELETE,STATISTICS
QUERY,98,0,0,0,2
CREATE,57,43,0,0,0
UPDATE,36,0,62,0,2
DELETE,62,0,0,38,0
STATISTICS,37,0,0,0,63

--- 1.2 实体类型识别 5x5 混淆矩阵 ---
实际\预测,EQUIPMENT,CONSUMABLE,INSPECTION,NULL
EQUIPMENT,180,0,0,0
CONSUMABLE,0,159,0,0
INSPECTION,0,0,161,0
NULL,0,0,0,0

--- 1.3 分类准确率汇总 ---
类别,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
QUERY,100,98.0,100.0,100.0,98.0
CREATE,100,43.0,100.0,100.0,43.0
UPDATE,100,62.0,100.0,100.0,62.0
DELETE,100,38.0,100.0,100.0,38.0
STATISTICS,100,63.0,100.0,100.0,63.0
总体,500,60.8,100.0,100.0,60.8

--- 1.4 变体准确率对比 ---
变体,样本数,意图准确率(%),实体类型准确率(%),实体ID准确率(%),综合准确率(%)
STANDARD,125,77.6,100.0,100.0,77.6
COLLOQUIAL,125,20.0,100.0,100.0,20.0
ABBREVIATED,125,73.6,100.0,100.0,73.6
NOISY,125,72.0,100.0,100.0,72.0

--- 1.5 逐条测试结果详情 ---
类别,变体,输入文本,期望意图,实际意图,意图匹配,期望实体类型,实际实体类型,类型匹配,期望实体ID,实际实体ID,ID匹配
STATISTICS,NOISY,"请统计一下设备EQ-2024-091今年以来发生的故障次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-091,EQ-2024-091,true
STATISTICS,NOISY,"帮忙汇总一下EQ-2024-092累计的巡检次数记录",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-092,EQ-2024-092,true
STATISTICS,NOISY,"告诉我设备EQ-2024-093过去半年做了多少次维护",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-093,EQ-2024-093,true
STATISTICS,NOISY,"麻烦统计一下设备EQ-2024-094历史上的报警次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-094,EQ-2024-094,true
STATISTICS,NOISY,"想了解一下EQ-2024-095总共运行了多长时间",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-095,EQ-2024-095,true
STATISTICS,NOISY,"帮我看看设备EQ-2024-096的能耗统计情况如何",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-096,EQ-2024-096,true
STATISTICS,NOISY,"汇总一下EQ-2024-097过去一年做过的保养次数",STATISTICS,STATISTICS,true,EQUIPMENT,EQUIPMENT,true,EQ-2024-097,EQ-2024-097,true
STATISTICS,NOISY,"请帮我计算EQ-2024-098平均每次故障之间的间隔",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-098,EQ-2024-098,true
STATISTICS,NOISY,"分析一下设备EQ-2024-099的各项维修费用总支出",STATISTICS,QUERY,false,EQUIPMENT,EQUIPMENT,true,EQ-2024-099,EQ-2024-099,true
STATISTICS,NOISY,"麻烦统计耗材CS-2024-091从上架以来的总消耗量",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-091,CS-2024-091,true
STATISTICS,NOISY,"帮我汇总一下CS-2024-092每个月平均的用量",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-092,CS-2024-092,true
STATISTICS,NOISY,"想分析一下耗材CS-2024-093最近的消耗趋势变化",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-093,CS-2024-093,true
STATISTICS,NOISY,"统计CS-2024-094这个耗材全年采购了几次",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-094,CS-2024-094,true
STATISTICS,NOISY,"帮我看看耗材CS-2024-095库存变动的历史情况",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-095,CS-2024-095,true
STATISTICS,NOISY,"算一下耗材CS-2024-096总共花出去多少金额",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-096,CS-2024-096,true
STATISTICS,NOISY,"统计CS-2024-097各批次分别消耗了多少数量",STATISTICS,STATISTICS,true,CONSUMABLE,CONSUMABLE,true,CS-2024-097,CS-2024-097,true
STATISTICS,NOISY,"分析耗材CS-2024-098各个部门的使用频率对比",STATISTICS,QUERY,false,CONSUMABLE,CONSUMABLE,true,CS-2024-098,CS-2024-098,true
STATISTICS,NOISY,"统计巡检记录IN-2024-091的月度完成率情况",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-091,IN-2024-091,true
STATISTICS,NOISY,"帮我汇总一下IN-2024-092巡检记录的异常率趋势",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-092,IN-2024-092,true
STATISTICS,NOISY,"请统计巡检记录IN-2024-093的按时整改完成率",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-093,IN-2024-093,true
STATISTICS,NOISY,"我想看看IN-2024-094巡检记录的总体合格率多少",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-094,IN-2024-094,true
STATISTICS,NOISY,"分析IN-2024-095巡检记录里问题的类型与分布",STATISTICS,QUERY,false,INSPECTION,INSPECTION,true,IN-2024-095,IN-2024-095,true
STATISTICS,NOISY,"统计巡检记录IN-2024-096中包含多少检查项目",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-096,IN-2024-096,true
STATISTICS,NOISY,"汇总一下IN-2024-097巡检记录的复查次数情况",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-097,IN-2024-097,true
STATISTICS,NOISY,"帮我统计巡检记录IN-2024-098合格率的趋势变化",STATISTICS,STATISTICS,true,INSPECTION,INSPECTION,true,IN-2024-098,IN-2024-098,true
